 ØπÍ,»‚,”„,¥Æ,—Œ, Ø,54,20,4.50,21,19,41,8,210,7,90,0,0,10,0,0,-20,65,0,0,1,2,80,,,,,0,0,0,5,100274,1,0,,600,600,,600,600,,600,600,,600,600,,1200,1200,,11
∞Õ¬ﬁ∂‡,«‡Õ‹,—¿,Ú·ÚÊ,,,55,29,4.50,30,39,27,27,150,11,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101617,1,1,,700,700,,700,700,,700,700,,,,,,,,28
∞Õ¬ﬁÃÿ,«‡Õ‹,—¿,Ú·ÚÊ,,,56,29,4.50,24,42,18,39,150,11,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101618,1,1,,700,700,,700,700,,700,700,,,,,,,,28
∏£∂˜∆Ê“ÿ,,,,,,57,250,8.00,60,60,60,60,100,0,0,100,0,0,50,50,50,50,50,50,1,312,310,501,311,574,210,2,1,1,7,101350,0,0,,,,,,,,,,,,,,,,,-1
Àπ¬Â∑•Ãÿ,,,,,,58,300,8.00,60,60,60,60,100,0,0,0,100,0,50,50,50,50,50,50,1,580,318,501,316,317,210,2,1,1,7,101341,0,0,,,,,,,,,,,,,,,,,-1
Ãÿ¿◊º™¬Â, Ø,√◊,”„,,,59,425,6.00,28,42,25,23,350,0,0,100,0,0,0,0,0,0,0,0,1,210,13,613,31,41,152,0,5,0,7,101543,0,1,,200,200,,200,200,,200,200,,,,,,,,
ø¬∂˚Ãÿ,,,,,,60,350,8.00,60,60,60,60,100,0,0,0,0,100,50,50,50,50,50,50,1,501,13,324,616,507,41,2,1,1,7,101333,0,0,,,,,,,,,,,,,,,,,-1
∞¢∏Á—«,”„,¥Æ,√◊,“˚”√ÀÆ,Ãºª,61,20,4.50,23,22,21,18,180,9,0,30,70,0,0,0,0,0,20,0,100,30,,,,,,0,0,3,6,100275,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
ƒ·ø…Àπ,”„,¥Æ,√◊,“˚”√ÀÆ,Ãºª,62,18,4.50,24,20,20,17,180,9,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,6,100276,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
Ãÿ¬Â¿•,”„,¥Æ,√◊,“˚”√ÀÆ,Ãºª,63,17,4.50,23,21,23,17,180,9,70,0,0,30,0,0,0,0,0,0,1,2,,,,,,0,0,3,6,100277,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
¥ÔøÀ∂˚,”„,¥Æ,√◊,“˚”√ÀÆ,Ãºª,64,18,4.50,24,22,21,18,210,7,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100278,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
∞ÿøÀ∂˚,”„,¥Æ,√◊,“˚”√ÀÆ,Ãºª,65,19,4.50,21,22,19,23,210,7,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100393,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
∞¨ÀπøÀ∞Õ,,,,,,66,400,8.00,60,60,60,60,100,0,0,0,0,0,50,50,50,50,50,50,1,306,501,13,52,616,613,2,1,1,7,101323,0,0,,,,,,,,,,,,,,,,,-1
¬ÌÀ˛¬Â∑Ú,,,,,,67,450,8.00,60,60,60,60,100,0,0,0,0,0,50,50,50,50,50,50,1,312,13,501,616,52,543,2,1,1,7,101306,0,0,,,,,,,,,,,,,,,,,-1
¬∑∆’¿’Àπ,,,,,,68,500,8.00,60,60,60,60,100,0,0,0,0,0,50,50,50,50,50,50,1,312,318,324,325,306,580,2,1,1,7,101313,0,0,,,,,,,,,,,,,,,,,-1
ø®Ãÿ,ƒæ,∆§,π«,œﬂ,—¿,69,125,6.00,31,37,30,18,250,-1,0,0,60,40,0,0,0,0,0,0,1,11,52,582,613,152,549,1,1,1,6,101562,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,
À˛øÀ, Ø,ƒæ,»‚,”„,√◊,70,175,6.00,29,44,24,28,250,-1,0,0,90,10,0,0,0,0,0,0,1,504,507,610,12,210,551,1,1,1,5,101550,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
¿≠∆Ê¬≥∏Á, Ø,œﬂ,π«,»‚,√◊,71,23,4.50,22,26,20,26,240,5,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100279,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
∫Ù∞Œ∞Œ, Ø,œﬂ,π«,»‚,√◊,72,24,4.50,22,24,19,27,240,5,0,0,60,40,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100280,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
∂‡»¯Ω∏Ò, Ø,œﬂ,π«,»‚,√◊,73,19,4.50,23,24,23,25,270,3,60,0,0,40,0,0,0,0,0,0,1,2,40,,,,,0,0,3,4,100281,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
¬≥ƒ·Ã˚Àπ, Ø,œﬂ,π«,»‚,√◊,74,22,4.50,23,23,25,22,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100282,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
œƒ∆’µ¬, Ø,ƒæ,∆§,œﬂ,—¿,75,225,6.00,27,42,20,33,150,11,0,0,60,40,0,0,0,0,0,0,1,10,52,41,152,543,31,0,1,1,6,101564,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,
Ãÿ¿◊…≥, Ø,∆§,œﬂ,»‚,”„,76,275,6.00,28,41,25,28,250,-1,20,80,0,0,0,0,0,0,0,0,1,210,551,613,152,31,606,1,1,1,4,101554,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
 ∑ø®¬≥, Ø,ƒæ,∆§,π«,—¿,77,325,6.00,28,43,22,28,150,11,0,100,0,0,0,0,0,0,0,0,1,31,507,41,120,504,10,1,1,1,5,101532,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
…≥¡–øÀ,»‚,”„,¥Æ,√◊,,78,375,6.00,27,40,20,33,150,11,0,80,20,0,0,0,0,0,0,0,1,615,52,548,41,152,575,0,1,1,5,101541,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
∏Á¥Ô‡∂Ü™,,,,,,79,20,5.00,20,30,20,30,100,0,0,0,40,60,70,70,70,70,70,70,1,2,60,100,80,90,110,0,5,5,7,100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
øÀ¿◊∂‡,»‚,”„,¥Æ,√◊,,80,26,4.50,27,47,23,34,250,-1,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,5,101619,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,15
ø®¥Ô¬≥ø®Àπ, Ø,ƒæ,∆§,π«,œﬂ,81,22,4.50,25,23,40,6,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100283,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
ø¬“¡¥Ô, Ø,ƒæ,∆§,π«,œﬂ,82,22,4.50,25,21,39,5,240,5,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100284,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
ø¬¬Âº”Àπ, Ø,ƒæ,∆§,π«,œﬂ,83,17,4.50,26,24,37,7,240,5,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100285,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
¬Â∆Ê∞≤, Ø,ƒæ,∆§,π«,œﬂ,84,23,4.50,25,21,38,6,240,5,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100286,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
¬ÂøÀÀπ, Ø,ƒæ,∆§,π«,œﬂ,85,20,4.50,19,27,43,10,300,-1,50,0,0,50,0,0,0,30,0,0,1,2,,,,,,1,1,0,5,100389,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
∞¢“¡»¯, Ø,ƒæ,∆§,π«,œﬂ,86,22,4.50,27,19,37,6,210,7,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100390,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
∏Ò¬Â∏Ò¬≥, Ø,ƒæ,∆§,π«,œﬂ,87,22,4.50,28,24,31,6,210,7,0,60,40,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100391,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
∂‰¬ÂΩ´∂˜, Ø,ƒæ,∆§,π«,œﬂ,88,20,4.50,25,20,36,12,240,5,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100392,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
≈‡¬ﬁ∂‡,»‚,”„,¥Æ,√◊,,89,26,4.50,23,44,27,38,150,11,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101620,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,15
±œø…Àπ,ƒæ,—¿,“∂,π«,§Õ¡,90,27,4.50,29,40,22,30,200,11,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,6,101621,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,25
¿˚‘Ú≈µ∂Ÿ,ƒæ,∆§,œﬂ,»‚,√◊,91,22,4.50,27,37,19,17,300,1,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100287,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
—Ô∆Ê¬ÂÀπ,ƒæ,∆§,œﬂ,»‚,√◊,92,29,4.50,27,36,16,20,270,3,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100288,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
∞Ó∆÷¬ÂÀπ,ƒæ,∆§,œﬂ,»‚,√◊,93,27,4.50,25,37,15,21,270,3,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100289,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
∞Ó∆Ê≈µ,ƒæ,∆§,œﬂ,»‚,√◊,94,26,4.50,24,38,16,20,270,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100290,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
≤º¬≥∂Ÿ,ƒæ,∆§,œﬂ,»‚,√◊,95,25,4.50,25,35,14,24,270,3,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100394,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
±œø®Àπ,ƒæ,—¿,“∂,π«,§Õ¡,96,27,4.50,27,42,20,32,200,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,1,1,1,6,101622,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,15
…≠¡÷Œ⁄¡¶, Ø,ƒæ,∆§,π«,œﬂ,97,10,4.50,20,12,15,25,150,11,80,20,0,0,0,0,0,0,0,0,1,,,,,,,0,1,1,6,100250,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
ø®∂˜√◊◊»,ƒæ,—¿,“∂,π«,§Õ¡,98,26,4.50,50,50,50,50,200,11,0,70,30,0,90,90,90,90,90,90,1,2,321,315,305,317,325,1,1,1,6,101285,0,0,,0,500,,0,500,,0,500,,0,500,,0,500,,28
¿≠∆Ê¬≥∏Á, Ø,œﬂ,π«,»‚,√◊,99,23,4.50,22,26,20,26,240,5,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100279,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,20,-1
∞¬ø®¬ÂÀπ, Ø,∆§,œﬂ,»‚,”„,100,25,4.50,26,29,28,20,300,1,60,40,0,0,0,0,0,0,0,0,1,2,40,80,,,,0,5,5,4,100371,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
øÀ¿◊∂˚, Ø,ƒæ,∆§,œﬂ,—¿,101,19,4.50,19,18,20,22,100,11,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100291,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
øÀøÀ∂˚, Ø,ƒæ,∆§,œﬂ,—¿,102,20,4.50,20,18,17,24,100,11,0,70,30,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100292,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
øÀ¬Â∂˚, Ø,ƒæ,∆§,œﬂ,—¿,103,18,4.50,18,20,18,24,180,9,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100293,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
¿ÔÀπª˘, Ø,ƒæ,∆§,œﬂ,—¿,104,17,4.50,19,16,19,23,150,11,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100294,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
◊Ûµœ¬ÂÀπ, Ø,∆§,œﬂ,»‚,”„,105,26,4.50,28,30,22,22,300,1,0,80,20,0,0,0,0,0,0,0,1,2,40,90,,,,0,5,5,4,100372,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
∞Õ∂‰¿º∂˜, Ø,∆§,œﬂ,»‚,”„,106,27,4.50,23,37,20,25,300,1,0,20,80,0,0,0,0,0,0,0,1,2,110,,,,,0,5,5,4,100373,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
¿◊¬ÍÃÿ,∆ªπ˚,µÿπœ,¿Ê,»‚,”„,107,26,4.50,50,50,50,50,250,11,0,90,10,0,0,0,0,0,0,0,1,2,501,41,52,152,13,0,1,1,7,101445,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
≈÷¥Ô¿˚,“˚”√ÀÆ,∂π,»‚,Ãºª,¬—,108,23,4.50,27,37,25,29,300,-5,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,2,1,1,6,101719,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
ø‚≈÷¥Ô,“˚”√ÀÆ,∂π,»‚,Ãºª,¬—,109,23,4.50,33,42,26,24,300,-5,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,6,101713,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
